key,country,site,cluster,plot,siteid,longitude,latitude,year,plotcultmgd,postoposeq,vegstructure,severeero,rdr50,trees,shrubs,cropland,forest,grassland,wooded_grassland,grasslandall,bushland,shrubland,wetland,dom_landuse,trheight,trcircumf,scientificName,treespecies_common,key_1,subplot
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.0,24.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl3_tree_data[4],3
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.6,32.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl3_tree_data[5],3
uuid:c4cf09f4-b710-400f-aa3a-d7f675471106,sri_lanka,matale,14,14,matale_14_14,80.6602,7.54125,2021,1,footslope,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.6,36.0,Gliricidia sepium,weta mara,uuid:c4cf09f4-b710-400f-aa3a-d7f675471106/supl3_tree_data[6],3
uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a,sri_lanka,matale,15,2,matale_15_2,80.6728,7.566,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,12.0,79.0,Cocos nucifera,pol,uuid:0bf2fbc7-831a-44ae-b8a6-cd53a340378a/supl3_tree_data[1],3
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,10.0,52.0,Hevea brasiliensis,rubber,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl3_tree_data[1],3
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,12.0,128.0,Persia americana,aligeta pera,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl3_tree_data[2],3
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,10.0,69.0,Persia americana,aligeta pera,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl3_tree_data[3],3
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,8.0,116.0,Ceiba pentandra,kotta pulun,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl3_tree_data[4],3
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,10.0,41.0,Areca catechu,puwak,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl3_tree_data[5],3
uuid:986fc9b3-f178-450b-b825-65cd0848eb7a,sri_lanka,matale,5,12,matale_5_12,80.6273,7.52299,2021,1,bottomland,bushland,0,0,1,1,0,0,0,0,0,1,0,0,perennial_agroforestry,8.0,34.0,Areca catechu,puwak,uuid:986fc9b3-f178-450b-b825-65cd0848eb7a/supl3_tree_data[6],3
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,13.0,88.0,Vitex altissima,milla,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl3_tree_data[1],3
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,4.8,18.0,Swetenia macrophylla,mahogani,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl3_tree_data[2],3
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,14.0,115.0,Antiaris toxicaria,riti,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl3_tree_data[3],3
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,10.0,46.0,Ficus exasperata,bu deliya,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl3_tree_data[4],3
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,3.4,12.0,Filicium decipiens,pihimbiya,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl3_tree_data[5],3
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,8.0,34.0,Vitex altissima,milla,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl3_tree_data[6],3
uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad,sri_lanka,matale,10,7,matale_10_7,80.645,7.54592,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,woodlot,5.0,18.0,Swetenia macrophylla,mahogani,uuid:f84bcdc8-199f-41fe-ac0a-ff6e2d9aafad/supl3_tree_data[7],3
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,14.0,78.0,Cocos nucifera,pol,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl3_tree_data[1],3
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,14.0,85.0,Cocos nucifera,pol,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl3_tree_data[2],3
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,7.0,60.0,Gliricidia sepium,weta mara,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl3_tree_data[3],3
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,7.0,53.0,Gliricidia sepium,weta mara,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl3_tree_data[4],3
uuid:dc040083-7f1c-46df-b73a-37d7068d1d14,sri_lanka,matale,2,9,matale_2_9,80.6063,7.54757,2021,1,midslope,woodland,0,0,1,1,0,0,0,0,0,0,0,0,perennial_agroforestry,7.0,69.0,Gliricidia sepium,weta mara,uuid:dc040083-7f1c-46df-b73a-37d7068d1d14/supl3_tree_data[5],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,18.0,133.5,Artocarpus heterophyllus,"kos, jak",uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[1],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,7.0,36.0,Areca catechu,"puwak, areca nut",uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[2],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,7.0,32.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[3],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,5.0,26.0,Areca catechu,areca nut,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[4],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,6.5,33.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[5],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,7.0,38.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[6],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,5.5,24.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[7],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.0,19.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[8],3
uuid:6fadae62-7343-4691-80d6-aaa440e315f8,sri_lanka,matale,3,14,matale_3_14,80.6082,7.57141,2021,1,midslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,4.5,26.0,Areca catechu,puwak,uuid:6fadae62-7343-4691-80d6-aaa440e315f8/supl3_tree_data[9],3
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,4.5,14.0,Berrya cordifolia,halmilla,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl3_tree_data[1],3
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,7.0,28.0,Areca catechu,puwak,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl3_tree_data[2],3
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,8.0,33.0,Areca catechu,puwak,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl3_tree_data[3],3
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,3.2,12.0,Mallotus resinosus,ma endaru,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl3_tree_data[4],3
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,7.0,36.0,Caryota urens,kithul,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl3_tree_data[5],3
uuid:b0a37552-2716-4b21-9edb-0b861b643547,sri_lanka,matale,16,4,matale_16_4,80.6702,7.58656,2021,0,bottomland,freshwater_aquatic,0,0,1,1,0,0,0,0,0,0,0,1,protected_area,8.5,35.0,Areca catechu,puwak,uuid:b0a37552-2716-4b21-9edb-0b861b643547/supl3_tree_data[6],3
uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711,sri_lanka,matale,7,13,matale_7_13,80.6212,7.56253,2021,1,ridge_crest,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,14.0,71.0,Cocos nucifera,pol,uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711/supl3_tree_data[1],3
uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711,sri_lanka,matale,7,13,matale_7_13,80.6212,7.56253,2021,1,ridge_crest,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,3.3,21.0,Coffea arabica,kopi,uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711/supl3_tree_data[2],3
uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711,sri_lanka,matale,7,13,matale_7_13,80.6212,7.56253,2021,1,ridge_crest,bushland,0,1,1,1,0,0,0,0,0,1,0,0,perennial_crop,7.5,28.0,Syzygium operculatum,bata domba,uuid:7d6efe08-c8d7-4105-ae3d-1994e29fe711/supl3_tree_data[3],3
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,4.5,29.0,Alstonia macrophylla,hawari nuga,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl3_tree_data[1],3
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,14.0,112.0,Artocarpus heterophyllus,kos,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl3_tree_data[2],3
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,6.5,32.0,Macaranga peltata,kenda,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl3_tree_data[3],3
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,4.0,21.0,Macaranga peltata,kenda,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl3_tree_data[4],3
uuid:86b5f3d0-023f-4c7a-b5b6-918504112525,sri_lanka,matale,5,7,matale_5_7,80.6285,7.51555,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,fallow,4.5,41.0,Swietenia macrophylla,mahogani,uuid:86b5f3d0-023f-4c7a-b5b6-918504112525/supl3_tree_data[5],3
uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad,sri_lanka,matale,7,1,matale_7_1,80.6245,7.56666,2021,1,bottomland,bushland,1,0,1,1,0,0,0,0,0,1,0,0,perennial_crop,8.0,42.0,Moringa oleifera,murunga,uuid:aa55455e-de7b-4e9f-96b4-5d18bf78fbad/supl3_tree_data[1],3
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,8.0,32.0,Areca catechu,puwak,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl3_tree_data[1],3
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,10.0,43.0,Areca catechu,puwak,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl3_tree_data[2],3
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,8.0,39.0,Areca catechu,puwak,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl3_tree_data[3],3
uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2,sri_lanka,matale,1,8,matale_1_8,80.5987,7.52077,2021,1,footslope,bushland,0,0,1,1,0,0,0,0,0,1,0,0,annual_agroforestry,4.0,24.0,Areca catechu,puwak,uuid:7d5394f1-8587-4141-b944-5bc62da8f1b2/supl3_tree_data[4],3
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,12.0,57.0,Artocarpus heterophyllus,kos,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl3_tree_data[1],3
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,14.0,92.0,Cocos nucifera,pol,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl3_tree_data[2],3
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,13.0,80.0,Artocarpus heterophyllus,kos,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl3_tree_data[3],3
uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983,sri_lanka,matale,15,15,matale_15_15,80.6748,7.57212,2021,1,midslope,other,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,13.0,69.0,Ceiba pentandra,kotta pulun,uuid:c5257cc9-bb73-4f5e-93bc-1de79f4e1983/supl3_tree_data[4],3
uuid:3c5f2115-8764-41de-87c1-179c2cf9a765,sri_lanka,matale,14,1,matale_14_1,80.6655,7.54733,2021,1,midslope,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_crop,13.0,88.0,Pterospermum suberifolium,welang,uuid:3c5f2115-8764-41de-87c1-179c2cf9a765/supl3_tree_data[1],3
uuid:3c5f2115-8764-41de-87c1-179c2cf9a765,sri_lanka,matale,14,1,matale_14_1,80.6655,7.54733,2021,1,midslope,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_crop,13.0,73.0,Pterospermum suberifolium,welang,uuid:3c5f2115-8764-41de-87c1-179c2cf9a765/supl3_tree_data[2],3
uuid:3c5f2115-8764-41de-87c1-179c2cf9a765,sri_lanka,matale,14,1,matale_14_1,80.6655,7.54733,2021,1,midslope,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_crop,4.7,38.0,Gliricidia sepium,weta mara,uuid:3c5f2115-8764-41de-87c1-179c2cf9a765/supl3_tree_data[3],3
uuid:3c5f2115-8764-41de-87c1-179c2cf9a765,sri_lanka,matale,14,1,matale_14_1,80.6655,7.54733,2021,1,midslope,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_crop,4.7,49.0,Gliricidia sepium,weta mara,uuid:3c5f2115-8764-41de-87c1-179c2cf9a765/supl3_tree_data[4],3
uuid:3c5f2115-8764-41de-87c1-179c2cf9a765,sri_lanka,matale,14,1,matale_14_1,80.6655,7.54733,2021,1,midslope,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_crop,4.8,36.0,Gliricidia sepium,weta mara,uuid:3c5f2115-8764-41de-87c1-179c2cf9a765/supl3_tree_data[5],3
uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29,sri_lanka,matale,9,14,matale_9_14,80.6526,7.515,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,woodlot,12.0,53.0,Hevea brasiliensis,rubber,uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29/supl3_tree_data[1],3
uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29,sri_lanka,matale,9,14,matale_9_14,80.6526,7.515,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,woodlot,14.0,71.0,Hevea brasiliensis,rubber,uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29/supl3_tree_data[2],3
uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29,sri_lanka,matale,9,14,matale_9_14,80.6526,7.515,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,woodlot,3.5,13.0,Neolitsea cassis,dawul kurundu,uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29/supl3_tree_data[3],3
uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29,sri_lanka,matale,9,14,matale_9_14,80.6526,7.515,2021,1,upland,woodland,0,1,1,1,0,0,0,0,0,0,0,0,woodlot,3.7,34.0,Theobroma cacao,kokowa,uuid:f0208ee3-97a8-4b29-bf4c-39e47599cb29/supl3_tree_data[4],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,11.0,47.0,Magnolia champaca,gini sapu,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[1],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,3.9,25.0,Gliricedia sepium,weta mara,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[2],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,3.8,34.0,Gliricedia sepium,weta mara,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[3],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,3.2,21.0,Gliricedia sepium,weta mara,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[4],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,3.5,24.0,Gliricedia sepium,weta mara,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[5],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,3.7,29.0,Gliricedia sepium,weta mara,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[6],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,4.0,34.0,Gliricedia sepium,weta mara,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[7],3
uuid:583494b4-5865-4986-a2eb-28084182e09f,sri_lanka,matale,8,1,matale_8_1,80.629,7.5849,2021,1,bottomland,bushland,0,0,1,0,0,0,0,0,0,1,0,0,perennial_agroforestry,3.5,29.0,Gliricedia sepium,weta mara,uuid:583494b4-5865-4986-a2eb-28084182e09f/supl3_tree_data[8],3
uuid:700f84dd-7c83-4f9a-8f04-026ea41262cf,sri_lanka,matale,4,4,matale_4_4,80.6114,7.58833,2021,1,footslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,fallow,5.0,58.5,Cocos nucifera,pol,uuid:700f84dd-7c83-4f9a-8f04-026ea41262cf/supl3_tree_data[1],3
uuid:700f84dd-7c83-4f9a-8f04-026ea41262cf,sri_lanka,matale,4,4,matale_4_4,80.6114,7.58833,2021,1,footslope,bushland,1,0,1,1,0,0,0,0,0,1,0,0,fallow,5.0,60.0,Cocos nucifera,pol,uuid:700f84dd-7c83-4f9a-8f04-026ea41262cf/supl3_tree_data[2],3
uuid:f127f574-6b2a-4aec-8e5c-5778963852f8,sri_lanka,matale,2,0,matale_2_0,80.607,7.5441,2021,0,footslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,fallow,5.2,22.0,Litsea longifolia,rath keliya,uuid:f127f574-6b2a-4aec-8e5c-5778963852f8/supl3_tree_data[1],3
uuid:f127f574-6b2a-4aec-8e5c-5778963852f8,sri_lanka,matale,2,0,matale_2_0,80.607,7.5441,2021,0,footslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,fallow,8.0,38.0,Castilla elastica,panama rubber,uuid:f127f574-6b2a-4aec-8e5c-5778963852f8/supl3_tree_data[2],3
uuid:f127f574-6b2a-4aec-8e5c-5778963852f8,sri_lanka,matale,2,0,matale_2_0,80.607,7.5441,2021,0,footslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,fallow,5.0,21.0,Castilla elastica,panama rubber,uuid:f127f574-6b2a-4aec-8e5c-5778963852f8/supl3_tree_data[3],3
uuid:f127f574-6b2a-4aec-8e5c-5778963852f8,sri_lanka,matale,2,0,matale_2_0,80.607,7.5441,2021,0,footslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,fallow,5.0,18.0,Litsea longifolia,rath keliya,uuid:f127f574-6b2a-4aec-8e5c-5778963852f8/supl3_tree_data[4],3
uuid:7e074461-e128-4917-b6a3-0da89dc3af58,sri_lanka,matale,16,1,matale_16_1,80.6688,7.59327,2021,1,midslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,12.0,66.0,Cocos nucifera,pol,uuid:7e074461-e128-4917-b6a3-0da89dc3af58/supl3_tree_data[1],3
uuid:7e074461-e128-4917-b6a3-0da89dc3af58,sri_lanka,matale,16,1,matale_16_1,80.6688,7.59327,2021,1,midslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,4.7,35.0,Gliricidia sepium,weta mara,uuid:7e074461-e128-4917-b6a3-0da89dc3af58/supl3_tree_data[2],3
uuid:7e074461-e128-4917-b6a3-0da89dc3af58,sri_lanka,matale,16,1,matale_16_1,80.6688,7.59327,2021,1,midslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,4.0,26.0,Gliricidia sepium,weta mara,uuid:7e074461-e128-4917-b6a3-0da89dc3af58/supl3_tree_data[3],3
uuid:7e074461-e128-4917-b6a3-0da89dc3af58,sri_lanka,matale,16,1,matale_16_1,80.6688,7.59327,2021,1,midslope,woodland,0,1,1,1,0,0,0,0,0,0,0,0,perennial_crop,4.5,31.0,Gliricidia sepium,weta mara,uuid:7e074461-e128-4917-b6a3-0da89dc3af58/supl3_tree_data[4],3
